N,mean_fidelity_old,std_fidelity_old,mean_fidelity_new,std_fidelity_new
2,0.2731853613431029,0.03132808000591806,0.31079441197902524,0.03035673096967912
4,0.2907748411787022,0.020818407374449368,0.3558758313714692,0.03472467967529028
8,0.3456954204446233,0.013486712430554094,0.36990129273431993,0.018121645669922325
16,0.3976237360787749,0.008126598187110685,0.4083986290957215,0.013809907055495903
32,0.45070251558467034,0.007057287860949981,0.44179928845524563,0.010089980822334685
